conn_hash	stmt_id	exec_id	exec_time	sql_type	exe_status	db_ip	client_ip	client_host	app_name	db_user	sql_hash	from_tbs	select_cols	sql_stmt	stmt_bind_vars
conn_17040505487926687103	665	9	2024-11-16 12:08:55	INSERT	FAILURE	192.168.126.127	10.0.227.36	host_55	app_3	user_6	hash_6516300892690913526	tbs_1	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (64, 'John Doe', 23, 9373)	bind_vars_example
conn_12275873497614863711	580	2	2024-11-16 12:08:55	SELECT	FAILURE	192.168.206.165	10.0.254.47	host_34	app_1	user_5	hash_15095316763884665602	tbs_3	department, id, id, age	SELECT age, age FROM table_4 WHERE department = 'HR' AND salary < 7850	bind_vars_example
conn_16998386442361372659	916	5	2024-11-16 12:08:55	SELECT	FAILURE	192.168.13.72	10.0.212.230	host_1	app_1	user_7	hash_16787236203644063951	tbs_1	salary, age, department, department	SELECT department, age, department FROM table_2 WHERE department = 'HR'	bind_vars_example
conn_17670885625769850439	870	10	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.110.43	10.0.38.194	host_81	app_2	user_1	hash_17355914613806163019	tbs_4	N/A	UPDATE table_1 SET salary = 8019 WHERE salary < 5776 AND department = 'Sales' AND salary < 5776	bind_vars_example
conn_3945452186463028969	468	10	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.138.176	10.0.72.214	host_95	app_4	user_2	hash_17485019348313437642	tbs_4	N/A	UPDATE table_1 SET salary = 7307 WHERE salary < 3013 AND age > 31	bind_vars_example
conn_8545145235973915394	366	5	2024-11-16 12:08:55	SELECT	SUCCESS	192.168.102.226	10.0.59.98	host_44	app_1	user_2	hash_9033422034146155079	tbs_1	salary, name, salary	SELECT id, id FROM table_4 WHERE salary < 3375 AND name LIKE 'C%'	bind_vars_example
conn_5178054345459969068	966	1	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.137.27	10.0.204.248	host_39	app_4	user_6	hash_12291195731255619211	tbs_3	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (65, 'John Doe', 36, 4397)	bind_vars_example
conn_2567196225250632751	498	3	2024-11-16 12:08:55	SELECT	FAILURE	192.168.21.156	10.0.170.118	host_29	app_2	user_4	hash_5554528853295274068	tbs_1	name, age, salary, age	SELECT id, name FROM table_4 WHERE name LIKE 'B%' AND salary < 6749	bind_vars_example
conn_347980228350601930	485	5	2024-11-16 12:08:55	INSERT	FAILURE	192.168.137.215	10.0.124.16	host_72	app_1	user_4	hash_11766216230036773102	tbs_3	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (38, 'John Doe', 20, 3340)	bind_vars_example
conn_15396610391178554288	514	8	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.14.164	10.0.192.86	host_58	app_2	user_9	hash_9624876693010974086	tbs_4	N/A	INSERT INTO table_1 (id, name, age, salary) VALUES (19, 'John Doe', 24, 6779)	bind_vars_example
conn_8468133934103757820	342	4	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.35.110	10.0.176.144	host_50	app_3	user_4	hash_3132507350092804582	tbs_3	N/A	UPDATE table_1 SET salary = 7191 WHERE age > 41	bind_vars_example
conn_13313603934134136156	520	4	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.107.188	10.0.251.163	host_83	app_4	user_8	hash_2262276225124704394	tbs_4	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (17, 'John Doe', 41, 5856)	bind_vars_example
conn_463872530814808101	684	2	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.8.167	10.0.122.88	host_92	app_2	user_4	hash_16233915124505959427	tbs_3	N/A	UPDATE table_4 SET salary = 7010 WHERE department = 'Sales'	bind_vars_example
conn_16216912982153794035	234	6	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.37.89	10.0.57.137	host_59	app_2	user_7	hash_11870038200987124737	tbs_2	N/A	UPDATE table_1 SET salary = 8149 WHERE salary < 5683	bind_vars_example
conn_10952597520220008197	385	1	2024-11-16 12:08:55	SELECT	FAILURE	192.168.35.163	10.0.218.44	host_56	app_2	user_7	hash_8683697203983225925	tbs_4	name	SELECT age, salary FROM table_2 WHERE department = 'Sales'	bind_vars_example
conn_2776659667130727928	761	1	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.6.128	10.0.122.158	host_65	app_2	user_7	hash_3849399858606945140	tbs_1	N/A	UPDATE table_4 SET salary = 7546 WHERE age > 31 AND age > 31	bind_vars_example
conn_8293130064408509648	148	3	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.249.42	10.0.196.38	host_65	app_1	user_8	hash_285701748127472433	tbs_1	N/A	UPDATE table_3 SET salary = 6538 WHERE age > 26	bind_vars_example
conn_1713049987244656524	914	10	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.113.66	10.0.147.73	host_21	app_4	user_5	hash_5698344466020544704	tbs_3	N/A	UPDATE table_2 SET salary = 5988 WHERE salary < 7527 AND salary < 7527 AND department = 'Sales'	bind_vars_example
conn_2797691201262114545	792	9	2024-11-16 12:08:55	DELETE	FAILURE	192.168.131.197	10.0.182.77	host_83	app_4	user_9	hash_10505254334014662807	tbs_2	N/A	DELETE FROM table_4 WHERE name LIKE 'A%' AND salary < 4305 AND age > 48	bind_vars_example
conn_1338090209870088060	385	9	2024-11-16 12:08:55	DELETE	FAILURE	192.168.33.0	10.0.199.187	host_87	app_2	user_1	hash_16403001788740255316	tbs_2	N/A	DELETE FROM table_4 WHERE salary < 4126 AND salary < 4126	bind_vars_example
conn_3077417496962689808	310	4	2024-11-16 12:08:55	DELETE	SUCCESS	192.168.241.189	10.0.14.142	host_64	app_2	user_7	hash_7180240217780024782	tbs_4	N/A	DELETE FROM table_1 WHERE age > 41 AND department = 'Engineering' AND department = 'Engineering'	bind_vars_example
conn_8783242556598236541	30	8	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.246.168	10.0.46.238	host_79	app_3	user_8	hash_11467868761943642718	tbs_2	N/A	INSERT INTO table_1 (id, name, age, salary) VALUES (15, 'John Doe', 42, 9351)	bind_vars_example
conn_16727231957576183325	564	7	2024-11-16 12:08:55	SELECT	FAILURE	192.168.91.252	10.0.19.121	host_76	app_4	user_9	hash_8647570283080007645	tbs_1	salary, department, salary, id	SELECT age, id, department FROM table_3 WHERE age > 34 AND name LIKE 'B%' AND department = 'Engineering'	bind_vars_example
conn_2089258133890816127	90	10	2024-11-16 12:08:55	INSERT	FAILURE	192.168.70.232	10.0.161.94	host_93	app_2	user_5	hash_8199866988531442185	tbs_3	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (69, 'John Doe', 33, 4364)	bind_vars_example
conn_9658099060400578733	820	8	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.240.112	10.0.56.153	host_89	app_3	user_5	hash_1698972303360032193	tbs_1	N/A	INSERT INTO table_1 (id, name, age, salary) VALUES (11, 'John Doe', 44, 7038)	bind_vars_example
conn_10742044825328323161	72	5	2024-11-16 12:08:55	SELECT	SUCCESS	192.168.30.99	10.0.164.122	host_64	app_4	user_4	hash_9349649386600409220	tbs_3	id	SELECT id FROM table_3 WHERE salary < 4218 AND age > 39	bind_vars_example
conn_1628089121939961579	831	10	2024-11-16 12:08:55	INSERT	FAILURE	192.168.185.148	10.0.3.159	host_44	app_3	user_6	hash_5187003801302891473	tbs_1	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (40, 'John Doe', 21, 9570)	bind_vars_example
conn_2290206984170902880	239	7	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.23.139	10.0.77.104	host_7	app_1	user_8	hash_9667726166134970800	tbs_1	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (98, 'John Doe', 25, 8796)	bind_vars_example
conn_4038675268652375266	444	9	2024-11-16 12:08:55	SELECT	SUCCESS	192.168.204.168	10.0.232.144	host_24	app_1	user_6	hash_6190704601862744953	tbs_3	age, name, id	SELECT salary FROM table_1 WHERE department = 'Engineering' AND name LIKE 'A%'	bind_vars_example
conn_18203964343639336973	390	9	2024-11-16 12:08:55	INSERT	FAILURE	192.168.48.143	10.0.57.233	host_53	app_2	user_8	hash_295340930630401911	tbs_2	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (36, 'John Doe', 25, 6639)	bind_vars_example
conn_2825912325716128171	12	6	2024-11-16 12:08:55	INSERT	FAILURE	192.168.201.178	10.0.251.79	host_65	app_2	user_5	hash_5050988359467289205	tbs_4	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (69, 'John Doe', 48, 9601)	bind_vars_example
conn_18189175935689917896	181	1	2024-11-16 12:08:55	DELETE	FAILURE	192.168.226.232	10.0.228.63	host_43	app_4	user_5	hash_16501216699287403	tbs_2	N/A	DELETE FROM table_3 WHERE salary < 7945 AND age > 46	bind_vars_example
conn_2953322466327844805	842	9	2024-11-16 12:08:55	DELETE	FAILURE	192.168.14.126	10.0.229.19	host_4	app_3	user_3	hash_4733495766139324043	tbs_1	N/A	DELETE FROM table_2 WHERE name LIKE 'B%' AND department = 'Engineering'	bind_vars_example
conn_81374882742801331	654	5	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.88.138	10.0.139.153	host_40	app_4	user_5	hash_6336013428307899049	tbs_4	N/A	UPDATE table_4 SET salary = 6951 WHERE salary < 4133 AND age > 45 AND salary < 4133	bind_vars_example
conn_2351762808709553317	801	9	2024-11-16 12:08:55	INSERT	FAILURE	192.168.84.32	10.0.137.220	host_92	app_1	user_6	hash_5593077865002413251	tbs_1	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (10, 'John Doe', 37, 4818)	bind_vars_example
conn_5584587456422244682	218	6	2024-11-16 12:08:55	SELECT	FAILURE	192.168.225.133	10.0.87.19	host_94	app_1	user_6	hash_15977328152667696927	tbs_2	salary, age, department	SELECT department, age, salary, age FROM table_4 WHERE department = 'HR'	bind_vars_example
conn_10044214192433408357	945	8	2024-11-16 12:08:55	SELECT	SUCCESS	192.168.98.143	10.0.208.221	host_83	app_2	user_9	hash_5932247818887758854	tbs_2	department, salary, salary	SELECT id FROM table_3 WHERE department = 'HR'	bind_vars_example
conn_6391920798814643196	637	4	2024-11-16 12:08:55	DELETE	FAILURE	192.168.81.150	10.0.76.229	host_30	app_1	user_9	hash_8471172769994018852	tbs_4	N/A	DELETE FROM table_4 WHERE department = 'HR' AND salary < 7027 AND department = 'HR'	bind_vars_example
conn_11413844421985973342	882	6	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.174.48	10.0.92.69	host_28	app_2	user_5	hash_7909928877517886163	tbs_4	N/A	UPDATE table_2 SET salary = 9158 WHERE age > 40 AND department = 'HR'	bind_vars_example
conn_8216619883025678016	392	8	2024-11-16 12:08:55	DELETE	FAILURE	192.168.56.231	10.0.82.80	host_48	app_4	user_8	hash_5207897647763633069	tbs_4	N/A	DELETE FROM table_4 WHERE name LIKE 'B%'	bind_vars_example
conn_6605414368805995429	731	9	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.252.54	10.0.157.168	host_84	app_4	user_8	hash_14220335233907788151	tbs_2	N/A	UPDATE table_4 SET salary = 6604 WHERE name LIKE 'C%' AND age > 24 AND department = 'Engineering'	bind_vars_example
conn_9066142053027148030	989	10	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.157.103	10.0.241.203	host_33	app_2	user_8	hash_6376482854742036754	tbs_4	N/A	UPDATE table_1 SET salary = 3944 WHERE name LIKE 'B%' AND age > 44	bind_vars_example
conn_6887450016139357328	276	5	2024-11-16 12:08:55	SELECT	SUCCESS	192.168.200.55	10.0.53.58	host_21	app_4	user_5	hash_14506712014572468132	tbs_1	name, age, id, department	SELECT department, salary FROM table_2 WHERE name LIKE 'C%'	bind_vars_example
conn_17820717385650407604	582	8	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.179.107	10.0.152.187	host_53	app_2	user_9	hash_10834752251393303371	tbs_3	N/A	UPDATE table_1 SET salary = 8966 WHERE salary < 3138 AND age > 30 AND department = 'HR'	bind_vars_example
conn_12514305355402736578	643	2	2024-11-16 12:08:55	SELECT	FAILURE	192.168.193.194	10.0.56.4	host_67	app_1	user_7	hash_14400718029251198695	tbs_3	name, id, id	SELECT id FROM table_2 WHERE department = 'Engineering' AND age > 21	bind_vars_example
conn_8008152995144096714	140	8	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.233.59	10.0.242.215	host_7	app_2	user_8	hash_13286817460381567326	tbs_4	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (46, 'John Doe', 42, 7018)	bind_vars_example
conn_10408445827909609328	602	7	2024-11-16 12:08:55	DELETE	FAILURE	192.168.184.171	10.0.26.89	host_63	app_3	user_6	hash_6743541100911824302	tbs_3	N/A	DELETE FROM table_4 WHERE name LIKE 'C%' AND age > 45 AND age > 45	bind_vars_example
conn_4300422149477939417	734	3	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.216.105	10.0.88.7	host_10	app_2	user_9	hash_1073339596878156331	tbs_1	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (57, 'John Doe', 20, 8085)	bind_vars_example
conn_14670641874492276814	656	10	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.87.112	10.0.60.29	host_29	app_2	user_8	hash_10045389107159027009	tbs_1	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (33, 'John Doe', 42, 3137)	bind_vars_example
conn_2351728072344884385	916	3	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.228.35	10.0.200.73	host_90	app_2	user_9	hash_4755718137309175	tbs_3	N/A	UPDATE table_4 SET salary = 4477 WHERE age > 35 AND age > 35	bind_vars_example
conn_15692201847125490515	614	8	2024-11-16 12:08:55	INSERT	FAILURE	192.168.42.12	10.0.177.172	host_27	app_3	user_6	hash_7729261900627773796	tbs_1	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (72, 'John Doe', 33, 4731)	bind_vars_example
conn_12715285951429882518	37	4	2024-11-16 12:08:55	INSERT	FAILURE	192.168.10.40	10.0.6.12	host_80	app_4	user_6	hash_11044107686197238251	tbs_1	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (70, 'John Doe', 40, 9255)	bind_vars_example
conn_5109648195829077589	693	7	2024-11-16 12:08:55	UPDATE	FAILURE	192.168.136.54	10.0.181.47	host_80	app_2	user_7	hash_399581118762249111	tbs_4	N/A	UPDATE table_4 SET salary = 9675 WHERE department = 'HR'	bind_vars_example
conn_16974253742346342775	348	9	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.210.245	10.0.93.123	host_76	app_2	user_6	hash_12517714179297947920	tbs_4	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (41, 'John Doe', 43, 9453)	bind_vars_example
conn_11258546663495697374	599	8	2024-11-16 12:08:55	DELETE	SUCCESS	192.168.151.149	10.0.124.217	host_89	app_3	user_2	hash_10765246852393611457	tbs_3	N/A	DELETE FROM table_3 WHERE name LIKE 'B%' AND age > 31	bind_vars_example
conn_18294841861405842462	659	5	2024-11-16 12:08:55	SELECT	FAILURE	192.168.49.132	10.0.32.216	host_6	app_1	user_9	hash_14823443512786838310	tbs_4	department, id, age	SELECT age, salary FROM table_4 WHERE age > 34 AND department = 'Engineering' AND salary < 6796	bind_vars_example
conn_8193960779451676665	866	6	2024-11-16 12:08:55	SELECT	FAILURE	192.168.232.132	10.0.156.69	host_11	app_4	user_9	hash_14538255028922723114	tbs_3	id, department	SELECT age FROM table_3 WHERE name LIKE 'C%' AND age > 33	bind_vars_example
conn_627452940414102805	872	9	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.56.8	10.0.90.99	host_88	app_4	user_9	hash_10301861071230028484	tbs_4	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (59, 'John Doe', 38, 7486)	bind_vars_example
conn_1435344942880350536	907	4	2024-11-16 12:08:55	INSERT	FAILURE	192.168.48.48	10.0.210.27	host_31	app_2	user_7	hash_3051382181970106954	tbs_4	N/A	INSERT INTO table_3 (id, name, age, salary) VALUES (67, 'John Doe', 20, 4845)	bind_vars_example
conn_14863371051182724530	423	10	2024-11-16 12:08:55	UPDATE	SUCCESS	192.168.225.127	10.0.4.109	host_25	app_4	user_3	hash_2309405402669024834	tbs_4	N/A	UPDATE table_3 SET salary = 7517 WHERE age > 24	bind_vars_example
conn_13481428909169855571	841	8	2024-11-16 12:08:55	INSERT	FAILURE	192.168.187.228	10.0.216.103	host_3	app_3	user_9	hash_2807360956738627207	tbs_2	N/A	INSERT INTO table_4 (id, name, age, salary) VALUES (54, 'John Doe', 39, 8631)	bind_vars_example
conn_5593202985825728207	671	10	2024-11-16 12:08:55	DELETE	SUCCESS	192.168.38.78	10.0.134.201	host_66	app_2	user_8	hash_16316627032583536175	tbs_3	N/A	DELETE FROM table_1 WHERE name LIKE 'A%' AND salary < 6558	bind_vars_example
conn_3060390163368221669	57	5	2024-11-16 12:08:55	DELETE	FAILURE	192.168.114.190	10.0.184.135	host_9	app_1	user_1	hash_6320009755200946441	tbs_3	N/A	DELETE FROM table_1 WHERE age > 29 AND name LIKE 'C%' AND salary < 8839	bind_vars_example
conn_9495516420051973240	635	1	2024-11-16 12:08:55	SELECT	FAILURE	192.168.54.219	10.0.236.193	host_3	app_2	user_2	hash_10761370833937724142	tbs_4	id, id	SELECT id, department, salary, age FROM table_4 WHERE department = 'HR' AND salary < 3198	bind_vars_example
conn_893216960446801642	403	5	2024-11-16 12:08:55	SELECT	SUCCESS	192.168.11.151	10.0.6.187	host_21	app_3	user_2	hash_14829596366994165537	tbs_4	name	SELECT name, age, name FROM table_2 WHERE department = 'Sales' AND name LIKE 'A%'	bind_vars_example
conn_3114784910678686662	360	4	2024-11-16 12:08:55	DELETE	SUCCESS	192.168.206.222	10.0.181.87	host_13	app_2	user_4	hash_12469150515859501735	tbs_3	N/A	DELETE FROM table_1 WHERE age > 36 AND name LIKE 'C%'	bind_vars_example
conn_2804521974649916949	309	9	2024-11-16 12:08:55	DELETE	FAILURE	192.168.97.41	10.0.131.1	host_36	app_2	user_9	hash_11977437419704218663	tbs_2	N/A	DELETE FROM table_2 WHERE age > 44 AND department = 'HR'	bind_vars_example
conn_6805359844043168261	955	3	2024-11-16 12:08:55	DELETE	SUCCESS	192.168.203.33	10.0.42.189	host_54	app_1	user_1	hash_3952286385290642192	tbs_4	N/A	DELETE FROM table_1 WHERE salary < 3989	bind_vars_example
conn_13973590342194203833	656	7	2024-11-16 12:08:55	DELETE	SUCCESS	192.168.126.211	10.0.100.52	host_96	app_4	user_3	hash_12922704133983920534	tbs_2	N/A	DELETE FROM table_3 WHERE department = 'Sales' AND salary < 4888	bind_vars_example
conn_11534139364440769816	980	4	2024-11-16 12:08:55	DELETE	FAILURE	192.168.12.167	10.0.150.19	host_51	app_2	user_2	hash_1037476655118443663	tbs_3	N/A	DELETE FROM table_3 WHERE name LIKE 'C%' AND department = 'Engineering' AND name LIKE 'C%'	bind_vars_example
conn_17791853417265811996	155	10	2024-11-16 12:08:55	INSERT	SUCCESS	192.168.101.85	10.0.129.144	host_84	app_2	user_9	hash_8852598067623318470	tbs_4	N/A	INSERT INTO table_2 (id, name, age, salary) VALUES (12, 'John Doe', 29, 5191)	bind_vars_example
conn_11006624781463425811	904	7	2024-11-16 12:08:55	SELECT	SUCCESS	192.168.212.188	10.0.46.250	host_34	app_2	user_1	hash_2170663664399937428	tbs_3	department, id, id	SELECT name, salary, age FROM table_2 WHERE name LIKE 'A%'	bind_vars_example
conn_9670663223983488646	526	9	2024-11-16 12:08:55	SELECT	FAILURE	192.168.201.193	10.0.105.203	host_92	app_1	user_5	hash_8507789241087484389	tbs_4	age, department	SELECT id, id FROM table_1 WHERE salary < 8598 AND department = 'HR'	bind_vars_example
